f05dbe66-8faa-4dc1-8635-55cb1010dd52,0.15206176
a9fb9a60-beea-45c8-ab3e-2165eb8950fb,0.2748091
72b10e3f-6d3d-41af-9b62-cf51a3e16ede,0.3783784
b4ce04a9-4a0d-4678-866b-0191aea46ce3,0.26720792
2ee4f668-d538-44f7-8f38-6294108be93c,0.3939394
309456e3-29dd-498d-b922-ed2d816533e8,0.33449814
4400804f-5be9-4b65-a979-56643fcbca2c,0.15713741
35e7ed21-6c0a-404f-a8da-6cef06dd9b26,0.5
1fc7f22b-4efd-4595-8a81-3809d601a37a,0.2852399
0fce74e5-c5f6-421b-aa1d-536b15e30953,0.15009971
7d3d3b5d-a5e5-4fbf-bd88-ac6d9aad4a26,0.19931935
55b2caec-d1a3-47c9-9e86-e95dcf52ae6b,0.16830276
ad9674e6-a138-43a3-a956-d9401597e7c1,0.10166221
9dcff8fc-0d94-4b1b-b5c2-b8e69b9f68f6,0.4520548
fb24bef7-e52a-43b6-9fe8-fcffaa527b95,0.36187133
6d171b9f-9fa8-4cf3-a94b-def213d64af9,0.05450523
70b3858d-9902-429f-bf9a-be9c1c807b96,0.11600058
8e5d4623-0302-4515-91fa-828e13fc4f57,0.0699781
2dad115f-fada-47c7-88ab-a6dc1dc6231a,0.2950443
14620d51-4cc0-4d48-997f-294b75eb3708,0.16008599
f4256a24-1cd0-4cd3-8cc7-ae67daf82a2e,0.07318077
81b4faf1-dd00-4cc3-8b52-3ced2fa77444,0.193552
e39e741e-3ada-4561-a504-c6a4ab3e35ba,0.23970129
0fbc69d1-0eef-4c5f-b631-2d3534d3abc3,0.07354593
604331dd-5086-4344-9ebd-7f464d065131,0.49994662
a356315d-b7ed-4fa1-bc15-5f02ae20985a,0.4347826
ce971ab2-839d-4d4f-8592-80da12e2cbb1,0.31157935
56e25082-e9b2-4b19-9a30-f2c430310084,0.24308524
77fa3202-a57a-45a1-9e8a-39d99e25592e,0.09919205
a862de98-ccad-4b2d-860d-11a377563281,0.0804177
16af990a-c435-4af0-a158-a4fdb4fe727e,0.2040441
19fe5661-9ecc-48e2-aede-2492f85154bc,0.1127038
e2fbb5df-72af-4bc3-b0fe-6870ada6116a,0.2586383
ac28aa1d-2d66-4244-86e0-cb9a38159244,0.5

